TABLE_NAME;COLUMN_NAME;DATA_TYPE;IS_NULLABLE;CHARACTER_MAXIMUM_LENGTH
Action;ID;int;NO;
Action;RuleID;int;NO;
Action;Name;nvarchar;NO;50
Action;ExecutionOrder;int;NO;
Action;Type;int;NO;
Action;Parameters;nvarchar;NO;-1
Action;Enabled;bit;NO;
AdditionalListingInfoFromChannel;Channel;int;NO;
AdditionalListingInfoFromChannel;ChannelIdentifier;nvarchar;NO;50
AdditionalListingInfoFromChannel;UPC;nvarchar;YES;50
AdditionalListingInfoFromChannel;EAN;nvarchar;YES;50
AdditionalListingInfoFromChannel;MPN;nvarchar;YES;50
AdditionalListingInfoFromChannel;ISBN;nvarchar;YES;50
AdditionalListingInfoFromChannel;GTIN;nvarchar;YES;50
AdditionalListingInfoFromChannel;BrandName;nvarchar;YES;-1
AdditionalListingInfoFromChannel;PhotoURL;nvarchar;YES;-1
AddProductFields;Field;nvarchar;NO;50
AddProductFields;Title;nvarchar;NO;50
AddProductFields;IsVisible;bit;NO;
AddProductFields;IsRequired;bit;NO;
AddProductFields;IsRequireDisabled;bit;NO;
AddProductFields;IsVisibleDisabled;bit;NO;
AddProductFields;SortOrder;int;NO;
AddProductFields;IsClientSettingControlled;bit;NO;
AddressBook;ID;int;NO;
AddressBook;CompanyID;int;YES;
AddressBook;AddressTitle;nvarchar;YES;150
AddressBook;Address;nvarchar;YES;-1
AddressBook;CreatedBy;int;YES;
AddressBook;CreatedOn;datetime;YES;
AddressBook;DefaultWarehouseID;int;YES;
AddressBook;IsDefaultForPOShipTo;bit;YES;
AddressBook;IsDefaultFBAShipFrom;bit;YES;
AggregatedCounter;Id;int;NO;
AggregatedCounter;Key;nvarchar;NO;100
AggregatedCounter;Value;bigint;NO;
AggregatedCounter;ExpireAt;datetime;YES;
Amazon_Categories;Title;nvarchar;YES;50
Amazon_Categories;Parent;nvarchar;YES;50
Amazon_Categories;NodeId;nvarchar;NO;50
Amazon_Categories;CountryCode;int;YES;
Amazon_Categories_TopLevel;Title;nvarchar;NO;50
Amazon_Categories_TopLevel;NodeID_US;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_UK;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_DE;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_JP;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_FR;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_CA;nvarchar;YES;50
Amazon_Categories_TopLevel;SearchSupport_US;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_UK;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_DE;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_JP;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_FR;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_CA;bit;YES;
Amazon_Categories_TopLevel;NodeID_IT;nvarchar;YES;50
Amazon_Categories_TopLevel;NodeID_ES;nvarchar;YES;50
Amazon_Categories_TopLevel;SearchSupport_IT;bit;YES;
Amazon_Categories_TopLevel;SearchSupport_ES;bit;YES;
Amazon_Categories_TopLevel;NodeID_CN;nvarchar;YES;50
Amazon_Categories_TopLevel;SearchSupport_CN;bit;YES;
Amazon_DetailedActiveListings_Report;RecordId;bigint;NO;
Amazon_DetailedActiveListings_Report;ReportId;varchar;YES;50
Amazon_DetailedActiveListings_Report;CompanyId;int;YES;
Amazon_DetailedActiveListings_Report;item-name;varchar;YES;-1
Amazon_DetailedActiveListings_Report;item-description;nvarchar;YES;-1
Amazon_DetailedActiveListings_Report;listing-id;varchar;YES;500
Amazon_DetailedActiveListings_Report;seller-sku;varchar;YES;500
Amazon_DetailedActiveListings_Report;price;varchar;YES;500
Amazon_DetailedActiveListings_Report;quantity;varchar;YES;500
Amazon_DetailedActiveListings_Report;open-date;varchar;YES;500
Amazon_DetailedActiveListings_Report;image-url;varchar;YES;500
Amazon_DetailedActiveListings_Report;item-is-marketplace;varchar;YES;500
Amazon_DetailedActiveListings_Report;product-id-type;varchar;YES;500
Amazon_DetailedActiveListings_Report;zshop-shipping-fee;varchar;YES;500
Amazon_DetailedActiveListings_Report;item-note;varchar;YES;500
Amazon_DetailedActiveListings_Report;item-condition;varchar;YES;500
Amazon_DetailedActiveListings_Report;zshop-category1;varchar;YES;500
Amazon_DetailedActiveListings_Report;zshop-browse-path;varchar;YES;500
Amazon_DetailedActiveListings_Report;zshop-storefront-feature;varchar;YES;500
Amazon_DetailedActiveListings_Report;asin1;varchar;YES;500
Amazon_DetailedActiveListings_Report;asin2;varchar;YES;500
Amazon_DetailedActiveListings_Report;asin3;varchar;YES;500
Amazon_DetailedActiveListings_Report;will-ship-internationally;varchar;YES;500
Amazon_DetailedActiveListings_Report;expedited-shipping;varchar;YES;500
Amazon_DetailedActiveListings_Report;zshop-boldface;varchar;YES;500
Amazon_DetailedActiveListings_Report;product-id;varchar;YES;500
Amazon_DetailedActiveListings_Report;bid-for-featured-placement;varchar;YES;500
Amazon_DetailedActiveListings_Report;add-delete;varchar;YES;500
Amazon_DetailedActiveListings_Report;pending-quantity;varchar;YES;500
Amazon_DetailedActiveListings_Report;fulfillment-channel;varchar;YES;500
Amazon_DetailedActiveListings_Report;ProductID;nvarchar;YES;50
Amazon_DetailedActiveListings_Report;merchant-shipping-group;nvarchar;YES;75
Amazon_DetailedActiveListings_Report;BusinessPrice;numeric;YES;
Amazon_DetailedActiveListings_Report;QuantityPriceType;varchar;YES;100
Amazon_DetailedActiveListings_Report;QuantityLowerBound1;int;YES;
Amazon_DetailedActiveListings_Report;QuantityPrice1;numeric;YES;
Amazon_DetailedActiveListings_Report;QuantityLowerBound2;int;YES;
Amazon_DetailedActiveListings_Report;QuantityPrice2;numeric;YES;
Amazon_DetailedActiveListings_Report;QuantityLowerBound3;int;YES;
Amazon_DetailedActiveListings_Report;QuantityPrice3;numeric;YES;
Amazon_DetailedActiveListings_Report;QuantityLowerBound4;int;YES;
Amazon_DetailedActiveListings_Report;QuantityPrice4;numeric;YES;
Amazon_DetailedActiveListings_Report;QuantityLowerBound5;int;YES;
Amazon_DetailedActiveListings_Report;QuantityPrice5;numeric;YES;
Amazon_DocumentDownloaded;ID;int;NO;
Amazon_DocumentDownloaded;CompanyID;int;YES;
Amazon_DocumentDownloaded;DownloadedOn;datetime;YES;
Amazon_DocumentDownloaded;DocumentFileName;nvarchar;YES;50
Amazon_DocumentDownloaded;DocumentType;int;YES;
Amazon_DocumentDownloaded;DocumentContent;nvarchar;YES;-1
Amazon_DocumentDownloaded;AmazonDocumentID;nvarchar;YES;100
Amazon_DocumentDownloaded;LastError;nvarchar;YES;-1
Amazon_DocumentProcessed;MerchantID;int;NO;
Amazon_DocumentProcessed;DocumentId;nvarchar;NO;100
Amazon_DocumentProcessed;DocumentFileName;nvarchar;YES;500
Amazon_DocumentProcessed;IsProcessed;bit;YES;
Amazon_DocumentProcessed;LastError;nvarchar;YES;-1
Amazon_DocumentProcessed;DownloadedOn;datetime;YES;
Amazon_DocumentProcessed;ProcessedOn;datetime;YES;
Amazon_DocumentUploaded;ID;int;NO;
Amazon_DocumentUploaded;TransactionID;bigint;YES;
Amazon_DocumentUploaded;MerchantID;int;YES;
Amazon_DocumentUploaded;SubmittedOn;datetime;YES;
Amazon_DocumentUploaded;DocumentFileName;nvarchar;YES;100
Amazon_DocumentUploaded;DocumentType;int;YES;
Amazon_DocumentUploaded;IsProcessed;bit;YES;
Amazon_DocumentUploaded;LastError;nvarchar;YES;-1
Amazon_DocumentUploaded;ProcessedOn;datetime;YES;
Amazon_DocumentUploaded;ResponseDocumentID;nvarchar;YES;150
Amazon_DocumentUploaded;ResponseFileName;nvarchar;YES;50
Amazon_DocumentUploaded;TotalProcessed;int;YES;
Amazon_DocumentUploaded;TotalSuccess;int;YES;
Amazon_DocumentUploaded;TotalFailure;int;YES;
Amazon_DocumentUploaded;ErrorMessage;nvarchar;YES;-1
Amazon_DocumentUploaded;OrderID;int;YES;
Amazon_DocumentUploaded;UploadedByUserID;int;YES;
Amazon_DocumentUploaded;UploadedFileContent;nvarchar;YES;-1
Amazon_DocumentUploaded;ResponseFileContent;nvarchar;YES;-1
Amazon_DocumentUploaded;QueryFailureCount;int;YES;
Amazon_DocumentUploaded;IsUploadedUsingMWS;bit;YES;
Amazon_DocumentUploaded;ApplicationName;nvarchar;YES;50
Amazon_DocumentUploaded;ProductOrOrderID;nvarchar;YES;500
Amazon_FBAFulfilledShipments_Report;RecordId;int;NO;
Amazon_FBAFulfilledShipments_Report;ReportId;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;CompanyId;int;YES;
Amazon_FBAFulfilledShipments_Report;amazon-order-id;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;merchant-order-id;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;shipment-id;varchar;YES;20
Amazon_FBAFulfilledShipments_Report;shipment-item-id;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;amazon-order-item-id;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;merchant-order-item-id;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;purchase-date;varchar;YES;30
Amazon_FBAFulfilledShipments_Report;payments-date;varchar;YES;30
Amazon_FBAFulfilledShipments_Report;shipment-date;varchar;YES;30
Amazon_FBAFulfilledShipments_Report;reporting-date;varchar;YES;30
Amazon_FBAFulfilledShipments_Report;buyer-email;varchar;YES;100
Amazon_FBAFulfilledShipments_Report;buyer-name;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;buyer-phone-number;varchar;YES;20
Amazon_FBAFulfilledShipments_Report;sku;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;product-name;nvarchar;YES;500
Amazon_FBAFulfilledShipments_Report;quantity-shipped;varchar;YES;3
Amazon_FBAFulfilledShipments_Report;currency;varchar;YES;5
Amazon_FBAFulfilledShipments_Report;item-price;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;item-tax;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;shipping-price;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;shipping-tax;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;gift-wrap-price;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;gift-wrap-tax;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;ship-service-level;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;recipient-name;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-address-1;nvarchar;YES;100
Amazon_FBAFulfilledShipments_Report;ship-address-2;nvarchar;YES;100
Amazon_FBAFulfilledShipments_Report;ship-address-3;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-city;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-state;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-postal-code;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-country;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;ship-phone-number;varchar;YES;15
Amazon_FBAFulfilledShipments_Report;bill-address-1;nvarchar;YES;150
Amazon_FBAFulfilledShipments_Report;bill-address-2;nvarchar;YES;150
Amazon_FBAFulfilledShipments_Report;bill-address-3;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;bill-city;nvarchar;YES;100
Amazon_FBAFulfilledShipments_Report;bill-state;nvarchar;YES;100
Amazon_FBAFulfilledShipments_Report;bill-postal-code;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;bill-country;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;item-promotion-discount;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;ship-promotion-discount;varchar;YES;10
Amazon_FBAFulfilledShipments_Report;carrier;nvarchar;YES;50
Amazon_FBAFulfilledShipments_Report;tracking-number;varchar;YES;50
Amazon_FBAFulfilledShipments_Report;estimated-arrival-date;varchar;YES;30
Amazon_FBAFulfilledShipments_Report;fulfillment-center-id;varchar;YES;20
Amazon_FBAFulfilledShipments_Report;fulfillment-channel;varchar;YES;20
Amazon_FBAFulfilledShipments_Report;sales-channel;varchar;YES;20
Amazon_FBAFulfilledShipments_Report;ReportingDateAsDate;datetime;YES;
Amazon_FBAInventory_Report;RecordId;int;NO;
Amazon_FBAInventory_Report;ReportId;varchar;YES;50
Amazon_FBAInventory_Report;CompanyId;int;YES;
Amazon_FBAInventory_Report;seller-sku;varchar;YES;50
Amazon_FBAInventory_Report;fulfillment-channel-sku;varchar;YES;50
Amazon_FBAInventory_Report;asin;varchar;YES;50
Amazon_FBAInventory_Report;condition-type;varchar;YES;50
Amazon_FBAInventory_Report;Warehouse-Condition-code;varchar;YES;50
Amazon_FBAInventory_Report;Quantity Available;varchar;YES;50
Amazon_FieldsMapping;AmazonFieldName;nvarchar;NO;100
Amazon_FieldsMapping;BRSFieldName;nvarchar;NO;100
Amazon_FieldsMapping;SpecialFieldType;int;YES;
Amazon_Inventory_Template;Id;int;NO;
Amazon_Inventory_Template;TemplateName;nvarchar;YES;100
Amazon_Inventory_Template_Fields;TemplateID;int;NO;
Amazon_Inventory_Template_Fields;FieldName;nvarchar;NO;100
Amazon_Inventory_Template_Fields;FieldOrder;int;YES;
Amazon_Merchans_CMFeedCompany;MainCompanyID;int;NO;
Amazon_Merchans_CMFeedCompany;ChildCompanyID;int;NO;
Amazon_Merchant_BackMarket;CompanyID;int;NO;
Amazon_Merchant_BackMarket;BackmarketEnabled;bit;NO;
Amazon_Merchant_BackMarket;AuthenticationToken;nvarchar;NO;150
Amazon_Merchant_BackMarket;EnableOrderDownload;bit;YES;
Amazon_Merchant_BackMarket;EnableActiveListingDownload;bit;YES;
Amazon_Merchant_BackMarket;EnableSettlementDownload;bit;YES;
Amazon_Merchant_BackMarket;EnableFulfillmentUpload;bit;YES;
Amazon_Merchant_BackMarket;EnableInventoryUpload;bit;YES;
Amazon_Merchant_BackMarket;EnablePricesUpload;bit;YES;
Amazon_Merchant_BackMarket;DefaultSafetyQty;int;YES;
Amazon_Merchant_BackMarket;DefaultMaxQty;int;YES;
Amazon_Merchant_BackMarket;EnableOrderDownloadDateLimit;bit;YES;
Amazon_Merchant_BackMarket;OrderDownloadDateLimit;date;YES;
Amazon_Merchant_BackMarket;EnableIMEIUpdateOnOrders;bit;YES;
Amazon_Merchant_BackMarket;EnableDownloadShippedOrders;bit;YES;
Amazon_Merchant_DHLeC;CompanyId;int;NO;
Amazon_Merchant_DHLeC;Label_ClientId;varchar;YES;1000
Amazon_Merchant_DHLeC;Label_UserName;varchar;YES;1000
Amazon_Merchant_DHLeC;Label_Password;varchar;YES;1000
Amazon_Merchant_DHLeC;Label_PickUp;varchar;YES;1000
Amazon_Merchant_DHLeC;Rate_CliendId;varchar;YES;1000
Amazon_Merchant_DHLeC;Rate_ClientSecret;varchar;YES;1000
Amazon_Merchant_DHLeC;Rate_PickupAccountNumber;varchar;YES;1000
Amazon_Merchant_EmailTemplate;MerchantID;int;NO;
Amazon_Merchant_EmailTemplate;EmailType;int;NO;
Amazon_Merchant_EmailTemplate;TemplateID;int;NO;
Amazon_Merchant_EmailTemplate;DisableEmail;bit;YES;
Amazon_Merchant_MassGenie;CompanyID;int;NO;
Amazon_Merchant_MassGenie;MassGenieEnabled;bit;NO;
Amazon_Merchant_MassGenie;SellerID;nvarchar;NO;50
Amazon_Merchant_MassGenie;AccessToken;nvarchar;NO;100
Amazon_Merchant_MassGenie;SafetyQty;int;YES;
Amazon_Merchant_MassGenie;EnableInventoryUpload;bit;NO;
Amazon_Merchant_MassGenie;EnableOrderAck;bit;NO;
Amazon_Merchant_MassGenie;EnableOrderDownload;bit;NO;
Amazon_Merchant_MassGenie;EnableTrackingUpload;bit;NO;
Amazon_Merchant_MassGenie;ShippingAmount_Standard;float;YES;
Amazon_Merchant_MassGenie;ShippingAmount_Expedited;float;YES;
Amazon_Merchant_MassGenie;ShippingAmount_2ndDay;float;YES;
Amazon_Merchant_MassGenie;ShippingAmount_NextDay;float;YES;
Amazon_Merchant_MassGenie;StandardItemType;nvarchar;YES;50
Amazon_Merchant_MassGenie;CountryOfOrigin;nvarchar;YES;50
Amazon_Merchant_PitneyBowes;CompanyId;int;NO;
Amazon_Merchant_PitneyBowes;MerchantUsername;varchar;YES;200
Amazon_Merchant_PitneyBowes;MerchantPassword;varchar;YES;200
Amazon_Merchant_PitneyBowes;IsSandbox;bit;NO;
Amazon_Merchant_PitneyBowes;PostalReportingNumber;varchar;YES;1000
Amazon_Merchant_PitneyBowes;UPSShippingCarrierAccountId;varchar;YES;1000
Amazon_Merchant_PitneyBowes;FedExShippingCarrierAccountId;varchar;YES;1000
Amazon_Merchant_Sonsi;CompanyID;int;NO;
Amazon_Merchant_Sonsi;SonsiEnabled;bit;NO;
Amazon_Merchant_Sonsi;VendorNumber;nvarchar;NO;50
Amazon_Merchant_Sonsi;FTPAddress;nvarchar;NO;50
Amazon_Merchant_Sonsi;FTPUserName;nvarchar;NO;50
Amazon_Merchant_Sonsi;FTPPassword;nvarchar;NO;50
Amazon_Merchant_Sonsi;FTPPort;int;NO;
Amazon_Merchant_Sonsi;FTPUsePassive;bit;NO;
Amazon_Merchant_Sonsi;EnableInventoryUpload;bit;NO;
Amazon_Merchant_Sonsi;EnableOrderAck;bit;NO;
Amazon_Merchant_Sonsi;EnableOrderDownload;bit;NO;
Amazon_Merchant_Sonsi;EnableTrackingUpload;bit;NO;
Amazon_Merchant_Sonsi;SafetyQty;int;YES;
Amazon_Merchant_TopHatters;CompanyID;int;NO;
Amazon_Merchant_TopHatters;TopHattersEnabled;bit;NO;
Amazon_Merchant_TopHatters;SellerID;nvarchar;NO;50
Amazon_Merchant_TopHatters;AccessToken;nvarchar;NO;100
Amazon_Merchant_TopHatters;EnableInventoryUpload;bit;NO;
Amazon_Merchant_TopHatters;EnableOrderAck;bit;NO;
Amazon_Merchant_TopHatters;EnableOrderDownload;bit;NO;
Amazon_Merchant_TopHatters;EnableTrackingUpload;bit;NO;
Amazon_Merchant_TopHatters;SafetyQty;int;YES;
Amazon_Merchant_TopHatters;StartingBid;float;YES;
Amazon_Merchant_TopHatters;ShippingOrigin;nvarchar;YES;50
Amazon_Merchant_TopHatters;LeadTime;int;YES;
Amazon_Merchant_TopHatters;DaysToDeliver;int;YES;
Amazon_Merchant_TopHatters;ShippinPrice;float;YES;
Amazon_Merchant_TopHatters;MaxQty;int;YES;
Amazon_MerchantOrder;ID;bigint;NO;
Amazon_MerchantOrder;CompanyID;int;NO;
Amazon_MerchantOrder;DocumentID;nvarchar;YES;150
Amazon_MerchantOrder;DocumentDownloadedOn;datetime;NO;
Amazon_MerchantOrder;order_id;nvarchar;NO;50
Amazon_MerchantOrder;order_item_id;nvarchar;NO;50
Amazon_MerchantOrder;purchase_date;datetime;NO;
Amazon_MerchantOrder;payments_date;datetime;YES;
Amazon_MerchantOrder;buyer_email;nvarchar;YES;100
Amazon_MerchantOrder;buyer_name;nvarchar;YES;50
Amazon_MerchantOrder;buyer_phone_number;nvarchar;YES;50
Amazon_MerchantOrder;sku;nvarchar;YES;50
Amazon_MerchantOrder;product_name;nvarchar;YES;500
Amazon_MerchantOrder;quantity_purchased;int;YES;
Amazon_MerchantOrder;currency;nvarchar;YES;50
Amazon_MerchantOrder;item_price;float;YES;
Amazon_MerchantOrder;item_tax;float;YES;
Amazon_MerchantOrder;shipping_price;float;YES;
Amazon_MerchantOrder;shipping_tax;float;YES;
Amazon_MerchantOrder;ship_service_level;nvarchar;YES;50
Amazon_MerchantOrder;recipient_name;nvarchar;YES;200
Amazon_MerchantOrder;ship_address_1;nvarchar;YES;250
Amazon_MerchantOrder;ship_address_2;nvarchar;YES;250
Amazon_MerchantOrder;ship_address_3;nvarchar;YES;250
Amazon_MerchantOrder;ship_city;nvarchar;YES;50
Amazon_MerchantOrder;ship_state;nvarchar;YES;50
Amazon_MerchantOrder;ship_postal_code;nvarchar;YES;50
Amazon_MerchantOrder;ship_country;nvarchar;YES;50
Amazon_MerchantOrder;ship_phone_number;nvarchar;YES;50
Amazon_MerchantOrder;tax_location_code;nvarchar;YES;50
Amazon_MerchantOrder;tax_location_city;nvarchar;YES;50
Amazon_MerchantOrder;tax_location_county;nvarchar;YES;50
Amazon_MerchantOrder;tax_location_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_taxable_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_taxable_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_taxable_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_taxable_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_non_taxable_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_non_taxable_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_non_taxable_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_non_taxable_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_zero_rated_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_zero_rated_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_zero_rated_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_zero_rated_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_tax_collected_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_tax_collected_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_tax_collected_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_item_tax_collected_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_taxable_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_taxable_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_taxable_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_taxable_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_non_taxable_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_non_taxable_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_non_taxable_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_non_taxable_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_zero_rated_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_zero_rated_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_zero_rated_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_zero_rated_state;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_tax_collected_district;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_tax_collected_city;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_tax_collected_county;nvarchar;YES;50
Amazon_MerchantOrder;per_unit_shipping_tax_collected_state;nvarchar;YES;50
Amazon_MerchantOrder;item_promotion_discount;float;YES;
Amazon_MerchantOrder;item_promotion_id;nvarchar;YES;100
Amazon_MerchantOrder;ship_promotion_discount;float;YES;
Amazon_MerchantOrder;ship_promotion_id;nvarchar;YES;50
Amazon_MerchantOrder;delivery_start_date;datetime;YES;
Amazon_MerchantOrder;delivery_end_date;datetime;YES;
Amazon_MerchantOrder;delivery_time_zone;nvarchar;YES;50
Amazon_MerchantOrder;delivery_Instructions;nvarchar;YES;-1
Amazon_MerchantOrder;sales_channel;nvarchar;YES;50
Amazon_MerchantOrder;order_channel;nvarchar;YES;50
Amazon_MerchantOrder;order_channel_instance;nvarchar;YES;50
Amazon_MerchantOrder;external_order_id;nvarchar;YES;50
Amazon_MerchantOrder;gift_wrap_type;nvarchar;YES;50
Amazon_MerchantOrder;gift_message_text;nvarchar;YES;255
Amazon_MerchantOrder;gift_wrap_price;float;YES;
Amazon_MerchantOrder;gift_wrap_tax;float;YES;
Amazon_MerchantOrder;IsPrime;bit;YES;
Amazon_MerchantOrder;IsBusinessOrder;bit;YES;
Amazon_MerchantOrder;PurchaseOrderNumber;nvarchar;YES;50
Amazon_MerchantOrder;PriceDesignation;nvarchar;YES;50
Amazon_MerchantOrder;ship_service_name;nvarchar;YES;50
Amazon_MerchantOrder;payment_method;nvarchar;YES;50
Amazon_MerchantOrder;cod_collectible_amount;float;YES;
Amazon_MerchantOrder;already_paid;float;YES;
Amazon_MerchantOrder;payment_method_fee;float;YES;
Amazon_MerchantOrder;item_extensions_data;nvarchar;YES;50
Amazon_MerchantOrder;is_premium_order;bit;YES;
Amazon_MerchantOrder;customized_url;nvarchar;YES;150
Amazon_MerchantOrder;customized_page;nvarchar;YES;150
Amazon_MerchantOrder;buyer_company_name;nvarchar;YES;200
Amazon_MerchantOrder;licensee_name;nvarchar;YES;250
Amazon_MerchantOrder;license_number;nvarchar;YES;50
Amazon_MerchantOrder;license_state;nvarchar;YES;50
Amazon_MerchantOrder;license_expiration_date;datetime;YES;
Amazon_MerchantOrder;earliest_ship_date;datetime;YES;
Amazon_MerchantOrder;latest_ship_date;datetime;YES;
Amazon_MerchantOrder;buyer_id_Name;nvarchar;YES;50
Amazon_MerchantOrder;buyer_id_number;nvarchar;YES;50
Amazon_MerchantOrder;Address_type;nvarchar;YES;20
Amazon_MerchantOrder;IsTransparency;bit;YES;
Amazon_MerchantOrder;TaxCollectionModel;nvarchar;YES;50
Amazon_MerchantOrder;TaxCollectionResponsibleParty;nvarchar;YES;50
Amazon_MerchantOrder;IsGlobalExpress;bit;YES;
Amazon_MerchantOrder;Ship_County;nvarchar;YES;150
Amazon_MerchantOrder;Is_Replacement_Order;bit;YES;
Amazon_MerchantOrder;Original_Order_Id;nvarchar;YES;50
Amazon_MerchantOrder;IsInStorePickupOrder;bit;YES;
Amazon_MerchantOrder;StoreChainStoreID;nvarchar;YES;150
Amazon_MerchantOrder;OrderStatus;nvarchar;YES;50
Amazon_MerchantOrder;IsBuyerRequestedCancellation;bit;YES;
Amazon_MerchantOrder;IOSS_Number;nvarchar;YES;50
Amazon_MerchantOrder;signature_confirmation_recommended;bit;YES;
Amazon_MerchantOrder;BuyerRequestedCancellationReason;nvarchar;YES;250
Amazon_MerchantOrder;SupplySourceID;nvarchar;YES;250
Amazon_MerchantOrder;SupplySourceQty;decimal;YES;
Amazon_Merchants;ID;int;NO;
Amazon_Merchants;CompanyName;nvarchar;YES;255
Amazon_Merchants;MerchantToken;nvarchar;NO;255
Amazon_Merchants;MerchantName;nvarchar;YES;255
Amazon_Merchants;UserName;nvarchar;YES;100
Amazon_Merchants;Password;nvarchar;YES;500
Amazon_Merchants;Address;nvarchar;YES;4000
Amazon_Merchants;LogoFileName;nvarchar;YES;50
Amazon_Merchants;ShipRushTemplateFile;nvarchar;YES;250
Amazon_Merchants;Email;nvarchar;YES;100
Amazon_Merchants;WebSiteURL;nvarchar;YES;100
Amazon_Merchants;InvoiceTemplate;nvarchar;YES;-1
Amazon_Merchants;MaxSmallPackageSize;float;YES;
Amazon_Merchants;FirstClassIntTemplate;nvarchar;YES;500
Amazon_Merchants;CustomsSigner;nvarchar;YES;100
Amazon_Merchants;AMTUDiskPath;nvarchar;YES;100
Amazon_Merchants;ShipRushReturnTemplateFile;nvarchar;YES;250
Amazon_Merchants;LastUpdatedOn;datetime;YES;
Amazon_Merchants;IsAmazonEnabled;bit;YES;
Amazon_Merchants;eBayEnabled;bit;YES;
Amazon_Merchants;AMTUInventoryFilesPath;nvarchar;YES;250
Amazon_Merchants;AMTUInventoryFilesArchivePath;nvarchar;YES;250
Amazon_Merchants;AMTUInventoryFilesBadPath;nvarchar;YES;250
Amazon_Merchants;BuyDotComSellerID;nvarchar;YES;50
Amazon_Merchants;BuyDotComStoreCode;nvarchar;YES;50
Amazon_Merchants;Street1;nvarchar;YES;250
Amazon_Merchants;Street2;nvarchar;YES;250
Amazon_Merchants;City;nvarchar;YES;50
